location,day,number of orders,percentage of deliveries
Midtown,2018-08-16,895,0.09497206703910614
Midtown,2018-08-17,918,0.10784313725490197
Midtown,2018-08-18,515,0.11067961165048544
Midtown,2018-08-19,579,0.08981001727115717
Midtown,2018-08-20,980,0.09285714285714286
Midtown,2018-08-21,998,0.09418837675350701
Midtown,2018-08-22,972,0.10699588477366255
Midtown,2018-08-23,1030,0.0912621359223301
Midtown,2018-08-24,1011,0.11968348170128586
Midtown,2018-08-25,532,0.08834586466165413
Midtown,2018-08-26,491,0.1120162932790224
Midtown,2018-08-27,930,0.0967741935483871
Midtown,2018-08-28,969,0.11248710010319918
Midtown,2018-08-29,907,0.11245865490628446
Midtown,2018-08-30,926,0.09935205183585313
Midtown,2018-08-31,1047,0.1041069723018147
Midtown,2018-09-01,510,0.10980392156862745
Midtown,2018-09-02,573,0.08726003490401396
Midtown,2018-09-03,475,0.0863157894736842
Midtown,2018-09-04,920,0.13695652173913042
Midtown,2018-09-05,980,0.11224489795918367
Midtown,2018-09-06,942,0.12208067940552017
Midtown,2018-09-07,1004,0.10657370517928287
Midtown,2018-09-08,563,0.0763765541740675
Midtown,2018-09-09,563,0.07460035523978685
Midtown,2018-09-10,1041,0.10854947166186359
Midtown,2018-09-11,1066,0.08067542213883677
Midtown,2018-09-12,1030,0.1
Midtown,2018-09-13,1000,0.102
Midtown,2018-09-14,1003,0.11266201395812563
Midtown,2018-09-15,554,0.08303249097472924
Midtown,2018-09-16,523,0.10133843212237094
Midtown,2018-09-17,1038,0.10308285163776493
Midtown,2018-09-18,1088,0.13419117647058823
Midtown,2018-09-19,920,0.11739130434782609
Midtown,2018-09-20,1051,0.09990485252140818
Midtown,2018-09-21,1053,0.08547008547008547
Midtown,2018-09-22,610,0.08524590163934426
Midtown,2018-09-23,575,0.06782608695652174
Midtown,2018-09-24,1037,0.08100289296046287
Midtown,2018-09-25,1104,0.14402173913043478
Midtown,2018-09-26,995,0.10854271356783919
Midtown,2018-09-27,1056,0.08333333333333333
Midtown,2018-09-28,1063,0.09125117591721543
Midtown,2018-09-29,594,0.09090909090909091
Midtown,2018-09-30,615,0.08780487804878048
Midtown,2018-10-01,1044,0.10153256704980843
Midtown,2018-10-02,1032,0.08527131782945736
Midtown,2018-10-03,1126,0.07992895204262877
Midtown,2018-10-04,1094,0.10694698354661791
Midtown,2018-10-05,1080,0.10462962962962963
Midtown,2018-10-06,599,0.09348914858096828
Midtown,2018-10-07,594,0.09932659932659933
Midtown,2018-10-08,616,0.08766233766233766
Midtown,2018-10-09,1086,0.10220994475138122
Midtown,2018-10-10,1123,0.09528049866429207
Midtown,2018-10-11,1161,0.1343669250645995
Midtown,2018-10-12,1061,0.0999057492931197
Midtown,2018-10-13,636,0.07861635220125786
Midtown,2018-10-14,635,0.07086614173228346
Midtown,2018-10-15,1101,0.08628519527702089
Midtown,2018-10-16,1152,0.0763888888888889
Midtown,2018-10-17,1133,0.09355692850838482
Midtown,2018-10-18,1058,0.09357277882797732
Midtown,2018-10-19,1138,0.0843585237258348
Midtown,2018-10-20,612,0.08823529411764706
Midtown,2018-10-21,604,0.09105960264900662
Midtown,2018-10-22,1100,0.09363636363636364
Midtown,2018-10-23,1162,0.10068846815834767
Midtown,2018-10-24,1133,0.10150044130626655
Midtown,2018-10-25,1187,0.09604043807919124
Midtown,2018-10-26,1130,0.09823008849557523
Midtown,2018-10-27,608,0.08388157894736842
Midtown,2018-10-28,665,0.08571428571428572
Midtown,2018-10-29,1165,0.0927038626609442
Midtown,2018-10-30,1191,0.09403862300587741
Midtown,2018-10-31,1160,0.09224137931034483
Midtown,2018-11-01,1107,0.08401084010840108
Midtown,2018-11-02,1029,0.10204081632653061
Midtown,2018-11-03,612,0.06372549019607843
Midtown,2018-11-04,953,0.05141657922350472
Midtown,2018-11-05,1133,0.07149161518093557
Midtown,2018-11-06,1188,0.11952861952861953
Midtown,2018-11-07,1153,0.08673026886383348
Midtown,2018-11-08,1119,0.08936550491510277
Midtown,2018-11-09,1186,0.11888701517706576
Midtown,2018-11-10,631,0.10618066561014262
Midtown,2018-11-11,581,0.09122203098106713
Midtown,2018-11-12,657,0.0821917808219178
Midtown,2018-11-13,1168,0.08904109589041095
Midtown,2018-11-14,1078,0.09647495361781076
Midtown,2018-11-15,1102,0.15335753176043557
Midtown,2018-11-16,1108,0.11371841155234658
Midtown,2018-11-17,624,0.08653846153846154
Midtown,2018-11-18,598,0.09698996655518395
Midtown,2018-11-19,1176,0.09183673469387756
Midtown,2018-11-20,1169,0.0855431993156544
Midtown,2018-11-21,1123,0.10507569011576136
Midtown,2018-11-22,583,0.10806174957118353
Midtown,2018-11-23,1121,0.14183764495985726
Midtown,2018-11-24,635,0.09763779527559055
Midtown,2018-11-25,640,0.06875
Midtown,2018-11-26,1140,0.11228070175438597
Midtown,2018-11-27,1122,0.10962566844919786
Midtown,2018-11-28,1141,0.09640666082383874
Midtown,2018-11-29,1189,0.09167367535744322
Midtown,2018-11-30,1184,0.10388513513513513
Midtown,2018-12-01,658,0.0911854103343465
Midtown,2018-12-02,695,0.08489208633093526
Midtown,2018-12-03,1184,0.10726351351351351
Midtown,2018-12-04,1128,0.10372340425531915
Midtown,2018-12-05,1085,0.1032258064516129
Midtown,2018-12-06,1156,0.12110726643598616
Midtown,2018-12-07,1122,0.11229946524064172
Midtown,2018-12-08,553,0.12477396021699819
Midtown,2018-12-09,586,0.10409556313993173
Midtown,2018-12-10,1100,0.12272727272727273
Midtown,2018-12-11,1165,0.12618025751072962
Midtown,2018-12-12,1075,0.11534883720930232
Midtown,2018-12-13,1151,0.10686359687228497
Midtown,2018-12-14,1158,0.08808290155440414
Midtown,2018-12-15,650,0.08
Midtown,2018-12-16,687,0.12663755458515283
Midtown,2018-12-17,1169,0.09409751924721985
Midtown,2018-12-18,1115,0.12825112107623318
Midtown,2018-12-19,1131,0.10521662245800177
Midtown,2018-12-20,1145,0.10305676855895196
Midtown,2018-12-21,1146,0.1300174520069808
Midtown,2018-12-22,635,0.08976377952755905
Midtown,2018-12-23,672,0.10714285714285714
Midtown,2018-12-24,1163,0.10920034393809114
Midtown,2018-12-25,684,0.09210526315789473
Midtown,2018-12-26,1099,0.09827115559599636
Midtown,2018-12-27,1149,0.10095735422106179
Midtown,2018-12-28,1177,0.13593882752761258
Midtown,2018-12-29,584,0.08904109589041095
Midtown,2018-12-30,618,0.11165048543689321
Midtown,2018-12-31,1160,0.13706896551724138
NYU,2018-01-01,976,0.1875
NYU,2018-01-02,1024,0.1474609375
NYU,2018-01-03,1043,0.12464046021093
NYU,2018-01-04,1023,0.1300097751710655
NYU,2018-01-05,977,0.1780962128966223
NYU,2018-01-06,1003,0.16650049850448653
NYU,2018-01-07,1047,0.16427889207258833
NYU,2018-01-08,1124,0.12811387900355872
NYU,2018-01-09,1141,0.09553023663453111
NYU,2018-01-10,1206,0.11608623548922056
NYU,2018-01-11,1219,0.09023789991796555
NYU,2018-01-12,1200,0.10166666666666667
NYU,2018-01-13,1133,0.12886142983230361
NYU,2018-01-14,1116,0.1388888888888889
NYU,2018-01-15,1174,0.13713798977853492
NYU,2018-01-16,1229,0.11879576891781937
NYU,2018-01-17,1165,0.1356223175965665
NYU,2018-01-18,1222,0.132569558101473
NYU,2018-01-19,1237,0.1269199676637025
NYU,2018-01-20,1286,0.1026438569206843
NYU,2018-01-21,1335,0.09588014981273409
NYU,2018-01-22,1232,0.09577922077922078
NYU,2018-01-23,1310,0.08778625954198473
NYU,2018-01-24,1285,0.12762645914396886
NYU,2018-01-25,1253,0.11572226656025539
NYU,2018-01-26,1259,0.10643367752184273
NYU,2018-01-27,1281,0.08118657298985169
NYU,2018-01-28,1219,0.09598031173092698
NYU,2018-01-29,1220,0.09180327868852459
NYU,2018-01-30,1198,0.11268781302170283
NYU,2018-01-31,1236,0.1262135922330097
NYU,2018-02-01,1299,0.09468822170900693
NYU,2018-02-02,1215,0.1325102880658436
NYU,2018-02-03,1315,0.13688212927756654
NYU,2018-02-04,1257,0.1280827366746221
NYU,2018-02-05,1259,0.1318506751389992
NYU,2018-02-06,1297,0.1110254433307633
NYU,2018-02-07,1294,0.16692426584234932
NYU,2018-02-08,1259,0.11358220810166798
NYU,2018-02-09,1281,0.12177985948477751
NYU,2018-02-10,1260,0.12698412698412698
NYU,2018-02-11,1381,0.09920347574221579
NYU,2018-02-12,1296,0.11265432098765432
NYU,2018-02-13,1253,0.12450119712689545
NYU,2018-02-14,1272,0.07311320754716981
NYU,2018-02-15,1312,0.07850609756097561
NYU,2018-02-16,1290,0.10465116279069768
NYU,2018-02-17,1268,0.10725552050473186
NYU,2018-02-18,1312,0.10060975609756098
NYU,2018-02-19,1282,0.08502340093603744
NYU,2018-02-20,1371,0.06856309263311451
NYU,2018-02-21,1261,0.1007137192704203
NYU,2018-02-22,1261,0.1134020618556701
NYU,2018-02-23,1271,0.1125098347757671
NYU,2018-02-24,1361,0.08596620132255695
NYU,2018-02-25,1320,0.09696969696969697
NYU,2018-02-26,1294,0.09119010819165378
NYU,2018-02-27,1320,0.08106060606060606
NYU,2018-02-28,1353,0.08943089430894309
NYU,2018-03-01,1352,0.08284023668639054
NYU,2018-03-02,1271,0.14240755310778913
NYU,2018-03-03,1293,0.10208816705336426
NYU,2018-03-04,1319,0.1023502653525398
NYU,2018-03-05,1268,0.111198738170347
NYU,2018-03-06,1310,0.09923664122137404
NYU,2018-03-07,1257,0.11853619729514718
NYU,2018-03-08,1228,0.09771986970684039
NYU,2018-03-09,1296,0.10416666666666667
NYU,2018-03-10,1260,0.10952380952380952
NYU,2018-03-11,1235,0.08987854251012145
NYU,2018-03-12,1252,0.09105431309904154
NYU,2018-03-13,1278,0.09937402190923318
NYU,2018-03-14,1252,0.10223642172523961
NYU,2018-03-15,1299,0.09314857582755966
NYU,2018-03-16,1277,0.105716523101018
NYU,2018-03-17,1304,0.09355828220858896
NYU,2018-03-18,1292,0.10681114551083591
NYU,2018-03-19,1224,0.08905228758169935
NYU,2018-03-20,1277,0.09240407204385279
NYU,2018-03-21,1285,0.12840466926070038
NYU,2018-03-22,1287,0.08003108003108003
NYU,2018-03-23,1249,0.09127301841473179
NYU,2018-03-24,1291,0.08675445391169635
NYU,2018-03-25,1232,0.11038961038961038
NYU,2018-03-26,1244,0.08922829581993569
NYU,2018-03-27,1204,0.09053156146179402
NYU,2018-03-28,1282,0.093603744149766
NYU,2018-03-29,1272,0.07389937106918239
NYU,2018-03-30,1286,0.08087091757387248
NYU,2018-03-31,1212,0.09075907590759076
NYU,2018-04-01,1250,0.0736
NYU,2018-04-02,1224,0.0915032679738562
NYU,2018-04-03,1185,0.08945147679324894
NYU,2018-04-04,1313,0.0853008377760853
NYU,2018-04-05,1266,0.08925750394944708
NYU,2018-04-06,1289,0.08921644685802949
NYU,2018-04-07,1301,0.08916218293620293
NYU,2018-04-08,1298,0.10015408320493066
NYU,2018-04-09,1269,0.09850275807722617
NYU,2018-04-10,1284,0.08644859813084112
NYU,2018-04-11,1276,0.08855799373040753
NYU,2018-04-12,1230,0.0943089430894309
NYU,2018-04-13,1181,0.0855207451312447
NYU,2018-04-14,1233,0.0867802108678021
NYU,2018-04-15,1261,0.11816019032513878
NYU,2018-04-16,1271,0.08654602675059009
NYU,2018-04-17,1264,0.0949367088607595
NYU,2018-04-18,1270,0.08740157480314961
NYU,2018-04-19,1241,0.09427880741337631
NYU,2018-04-20,1159,0.0724762726488352
NYU,2018-04-21,1235,0.09230769230769231
NYU,2018-04-22,1305,0.11187739463601533
NYU,2018-04-23,1263,0.06730007917656373
NYU,2018-04-24,1258,0.10015898251192369
NYU,2018-04-25,1247,0.09061748195669607
NYU,2018-04-26,1247,0.09863672814755413
NYU,2018-04-27,1244,0.06913183279742766
NYU,2018-04-28,1223,0.08585445625511039
NYU,2018-04-29,1258,0.0794912559618442
NYU,2018-04-30,1250,0.0752
NYU,2018-05-01,1172,0.0810580204778157
NYU,2018-05-02,1080,0.11388888888888889
NYU,2018-05-03,1082,0.10258780036968576
NYU,2018-05-04,1146,0.09424083769633508
NYU,2018-05-05,1213,0.07831821929101401
NYU,2018-05-06,1279,0.09304143862392494
NYU,2018-05-07,1194,0.11474036850921274
NYU,2018-05-08,1208,0.09850993377483444
NYU,2018-05-09,1262,0.1045958795562599
NYU,2018-05-10,1175,0.08680851063829788
NYU,2018-05-11,1203,0.085619285120532
NYU,2018-05-12,1205,0.08381742738589211
NYU,2018-05-13,1224,0.09068627450980392
NYU,2018-05-14,1270,0.09370078740157481
NYU,2018-05-15,1177,0.12404418011894647
NYU,2018-05-16,1327,0.09118311981914091
NYU,2018-05-17,1234,0.07941653160453808
NYU,2018-05-18,1169,0.08639863130881095
NYU,2018-05-19,1237,0.10670978172999192
NYU,2018-05-20,1158,0.08981001727115717
NYU,2018-05-21,1213,0.0989282769991756
NYU,2018-05-22,1229,0.09438567941415785
NYU,2018-05-23,1191,0.09991603694374475
NYU,2018-05-24,1109,0.08476104598737602
NYU,2018-05-25,1109,0.11992786293958521
NYU,2018-05-26,1033,0.09777347531461762
NYU,2018-05-27,1191,0.08396305625524769
NYU,2018-05-28,1205,0.08215767634854772
NYU,2018-05-29,1099,0.09827115559599636
NYU,2018-05-30,1195,0.08786610878661087
NYU,2018-05-31,1187,0.10193765796124685
NYU,2018-06-01,1174,0.10221465076660988
NYU,2018-06-02,1091,0.1008249312557287
NYU,2018-06-03,1158,0.0768566493955095
NYU,2018-06-04,1170,0.0829059829059829
NYU,2018-06-05,1127,0.09050576752440107
NYU,2018-06-06,1230,0.09349593495934959
NYU,2018-06-07,1196,0.08779264214046822
NYU,2018-06-08,1065,0.10328638497652583
NYU,2018-06-09,1085,0.09400921658986175
NYU,2018-06-10,1159,0.07937877480586712
NYU,2018-06-11,1084,0.08948339483394833
NYU,2018-06-12,1136,0.09859154929577464
NYU,2018-06-13,1084,0.09870848708487084
NYU,2018-06-14,1083,0.10803324099722991
NYU,2018-06-15,1157,0.08038029386343994
NYU,2018-06-16,1071,0.09430438842203548
NYU,2018-06-17,1029,0.12439261418853255
NYU,2018-06-18,1010,0.09900990099009901
NYU,2018-06-19,1018,0.09332023575638507
NYU,2018-06-20,1105,0.08959276018099548
NYU,2018-06-21,1040,0.11634615384615385
NYU,2018-06-22,1134,0.07760141093474426
NYU,2018-06-23,1136,0.0897887323943662
NYU,2018-06-24,1396,0.06375358166189111
NYU,2018-06-25,1117,0.10653536257833482
NYU,2018-06-26,1067,0.1162136832239925
NYU,2018-06-27,1043,0.09587727708533078
NYU,2018-06-28,953,0.080797481636936
NYU,2018-06-29,975,0.11487179487179487
NYU,2018-06-30,932,0.10515021459227468
NYU,2018-07-01,811,0.10727496917385944
NYU,2018-07-02,824,0.13228155339805825
NYU,2018-07-03,931,0.12567132116004295
NYU,2018-07-04,951,0.11356466876971609
NYU,2018-07-05,909,0.11441144114411442
NYU,2018-07-06,932,0.10407725321888411
NYU,2018-07-07,1010,0.09603960396039604
NYU,2018-07-08,972,0.10493827160493827
NYU,2018-07-09,885,0.11638418079096045
NYU,2018-07-10,850,0.1
NYU,2018-07-11,907,0.10915104740904079
NYU,2018-07-12,967,0.11065149948293691
NYU,2018-07-13,886,0.0981941309255079
NYU,2018-07-14,940,0.08936170212765958
NYU,2018-07-15,942,0.08917197452229299
NYU,2018-07-16,870,0.11379310344827587
NYU,2018-07-17,935,0.11764705882352941
NYU,2018-07-18,883,0.1143827859569649
NYU,2018-07-19,962,0.09563409563409564
NYU,2018-07-20,941,0.1030818278427205
NYU,2018-07-21,913,0.09200438116100766
NYU,2018-07-22,1001,0.10789210789210789
NYU,2018-07-23,942,0.11040339702760085
NYU,2018-07-24,959,0.10427528675703858
NYU,2018-07-25,939,0.08093716719914804
NYU,2018-07-26,936,0.12072649572649573
NYU,2018-07-27,998,0.12925851703406813
NYU,2018-07-28,948,0.10548523206751055
NYU,2018-07-29,985,0.10253807106598985
NYU,2018-07-30,961,0.10613943808532779
NYU,2018-07-31,976,0.09733606557377049
NYU,2018-08-01,979,0.11644535240040858
NYU,2018-08-02,997,0.1354062186559679
NYU,2018-08-03,982,0.09877800407331976
NYU,2018-08-04,1027,0.10808179162609542
NYU,2018-08-05,970,0.11443298969072165
NYU,2018-08-06,924,0.1038961038961039
NYU,2018-08-07,996,0.1144578313253012
NYU,2018-08-08,944,0.11228813559322035
NYU,2018-08-09,994,0.09758551307847083
NYU,2018-08-10,1016,0.09448818897637795
NYU,2018-08-11,1041,0.10278578290105668
NYU,2018-08-12,1061,0.11875589066918002
NYU,2018-08-13,1093,0.09240622140896615
NYU,2018-08-14,1074,0.11266294227188083
NYU,2018-08-15,933,0.10396570203644159
NYU,2018-08-16,986,0.11359026369168357
NYU,2018-08-17,972,0.09362139917695474
NYU,2018-08-18,1054,0.12618595825426945
NYU,2018-08-19,1097,0.10847766636280766
NYU,2018-08-20,1076,0.10315985130111524
NYU,2018-08-21,1103,0.10244786944696282
NYU,2018-08-22,1068,0.10393258426966293
NYU,2018-08-23,1094,0.10420475319926874
NYU,2018-08-24,1010,0.1099009900990099
NYU,2018-08-25,1137,0.10554089709762533
NYU,2018-08-26,1041,0.10662824207492795
NYU,2018-08-27,1058,0.10869565217391304
NYU,2018-08-28,992,0.12399193548387097
NYU,2018-08-29,997,0.13139418254764293
NYU,2018-08-30,973,0.12127440904419322
NYU,2018-08-31,1149,0.09834638816362054
NYU,2018-09-01,1151,0.09296264118158123
NYU,2018-09-02,1175,0.09361702127659574
NYU,2018-09-03,1040,0.11634615384615385
NYU,2018-09-04,1016,0.10925196850393701
NYU,2018-09-05,1044,0.10440613026819924
NYU,2018-09-06,1039,0.11549566891241578
NYU,2018-09-07,1195,0.09205020920502092
NYU,2018-09-08,1211,0.09248554913294797
NYU,2018-09-09,1190,0.07563025210084033
NYU,2018-09-10,1210,0.10330578512396695
NYU,2018-09-11,1186,0.08768971332209106
NYU,2018-09-12,1185,0.08691983122362869
NYU,2018-09-13,1153,0.09019947961838681
NYU,2018-09-14,1157,0.09075194468452895
NYU,2018-09-15,1181,0.09991532599491956
NYU,2018-09-16,1170,0.09914529914529914
NYU,2018-09-17,1129,0.11691762621789194
NYU,2018-09-18,1169,0.11633875106929
NYU,2018-09-19,1139,0.09569798068481124
NYU,2018-09-20,1256,0.09235668789808917
NYU,2018-09-21,1200,0.10166666666666667
NYU,2018-09-22,1198,0.08848080133555926
NYU,2018-09-23,1282,0.09204368174726989
NYU,2018-09-24,1213,0.09068425391591096
NYU,2018-09-25,1153,0.11101474414570685
NYU,2018-09-26,1176,0.09183673469387756
NYU,2018-09-27,1208,0.076158940397351
NYU,2018-09-28,1223,0.09157808667211774
NYU,2018-09-29,1237,0.09215844785772029
NYU,2018-09-30,1216,0.0912828947368421
NYU,2018-10-01,1170,0.10683760683760683
NYU,2018-10-02,1191,0.10075566750629723
NYU,2018-10-03,1228,0.09120521172638436
NYU,2018-10-04,1200,0.09083333333333334
NYU,2018-10-05,1177,0.09005947323704333
NYU,2018-10-06,1240,0.09274193548387097
NYU,2018-10-07,1140,0.10614035087719298
NYU,2018-10-08,1263,0.07521773555027712
NYU,2018-10-09,1184,0.09206081081081081
NYU,2018-10-10,1266,0.08451816745655608
NYU,2018-10-11,1292,0.11842105263157894
NYU,2018-10-12,1315,0.09809885931558936
NYU,2018-10-13,1260,0.07936507936507936
NYU,2018-10-14,1312,0.0899390243902439
NYU,2018-10-15,1197,0.08521303258145363
NYU,2018-10-16,1227,0.07986960065199673
NYU,2018-10-17,1254,0.09409888357256778
NYU,2018-10-18,1248,0.09054487179487179
NYU,2018-10-19,1319,0.07429871114480667
NYU,2018-10-20,1283,0.08729540140296181
NYU,2018-10-21,1250,0.0992
NYU,2018-10-22,1263,0.08630245447347586
NYU,2018-10-23,1264,0.09572784810126582
NYU,2018-10-24,1254,0.08373205741626795
NYU,2018-10-25,1257,0.08671439936356404
NYU,2018-10-26,1294,0.09505409582689335
NYU,2018-10-27,1305,0.08812260536398467
NYU,2018-10-28,1251,0.08393285371702638
NYU,2018-10-29,1270,0.08188976377952756
NYU,2018-10-30,1275,0.08784313725490196
NYU,2018-10-31,1253,0.05746209098164405
NYU,2018-11-01,1307,0.08951798010711554
NYU,2018-11-02,1280,0.08203125
NYU,2018-11-03,1324,0.07175226586102719
NYU,2018-11-04,1271,0.0889063729346971
NYU,2018-11-05,1231,0.09991876523151909
NYU,2018-11-06,1326,0.10407239819004525
NYU,2018-11-07,1278,0.10172143974960876
NYU,2018-11-08,1305,0.0789272030651341
NYU,2018-11-09,1299,0.1354888375673595
NYU,2018-11-10,1275,0.09019607843137255
NYU,2018-11-11,1281,0.09601873536299765
NYU,2018-11-12,1216,0.0805921052631579
NYU,2018-11-13,1264,0.08386075949367089
NYU,2018-11-14,1273,0.12254516889238021
NYU,2018-11-15,1243,0.15285599356395815
NYU,2018-11-16,1321,0.0984102952308857
NYU,2018-11-17,1299,0.10238645111624327
NYU,2018-11-18,1197,0.0885547201336675
NYU,2018-11-19,1249,0.08166533226581266
NYU,2018-11-20,1273,0.07305577376276512
NYU,2018-11-21,1298,0.0970724191063174
NYU,2018-11-22,1229,0.14564686737184704
NYU,2018-11-23,1236,0.10598705501618123
NYU,2018-11-24,1353,0.10569105691056911
NYU,2018-11-25,1290,0.09224806201550388
NYU,2018-11-26,1294,0.09273570324574962
NYU,2018-11-27,1227,0.08964955175224124
NYU,2018-11-28,1241,0.1031426269137792
NYU,2018-11-29,1280,0.1
NYU,2018-11-30,1303,0.08058326937835764
NYU,2018-12-01,1279,0.09304143862392494
NYU,2018-12-02,1347,0.09873793615441723
NYU,2018-12-03,1339,0.0970873786407767
NYU,2018-12-04,1278,0.11737089201877934
NYU,2018-12-05,1206,0.10862354892205639
NYU,2018-12-06,1328,0.11746987951807229
NYU,2018-12-07,1287,0.12198912198912198
NYU,2018-12-08,1246,0.1332263242375602
NYU,2018-12-09,1289,0.13266097750193948
NYU,2018-12-10,1230,0.0975609756097561
NYU,2018-12-11,1159,0.10094909404659189
NYU,2018-12-12,1218,0.10344827586206896
NYU,2018-12-13,1307,0.10788064269319052
NYU,2018-12-14,1297,0.09637625289128758
NYU,2018-12-15,1281,0.078064012490242
NYU,2018-12-16,1296,0.12114197530864197
NYU,2018-12-17,1259,0.08816521048451152
NYU,2018-12-18,1226,0.11092985318107668
NYU,2018-12-19,1253,0.12210694333599362
NYU,2018-12-20,1322,0.08850226928895613
NYU,2018-12-21,1268,0.111198738170347
NYU,2018-12-22,1257,0.10660302307080351
NYU,2018-12-23,1255,0.09482071713147411
NYU,2018-12-24,1186,0.09106239460370995
NYU,2018-12-25,1205,0.1004149377593361
NYU,2018-12-26,1157,0.09248055315471046
NYU,2018-12-27,1197,0.09273182957393483
NYU,2018-12-28,1229,0.12937347436940602
NYU,2018-12-29,1215,0.09547325102880659
NYU,2018-12-30,1146,0.11169284467713787
NYU,2018-12-31,1156,0.12110726643598616
Upper East Side,2018-01-02,742,0.27088948787061995
Upper East Side,2018-01-03,823,0.2648845686512758
Upper East Side,2018-01-04,786,0.2684478371501272
Upper East Side,2018-01-05,748,0.29545454545454547
Upper East Side,2018-01-06,737,0.3229308005427408
Upper East Side,2018-01-07,723,0.2987551867219917
Upper East Side,2018-01-08,792,0.23232323232323232
Upper East Side,2018-01-09,812,0.2019704433497537
Upper East Side,2018-01-10,840,0.225
Upper East Side,2018-01-11,834,0.15827338129496402
Upper East Side,2018-01-12,851,0.20681551116333724
Upper East Side,2018-01-13,790,0.2189873417721519
Upper East Side,2018-01-14,733,0.2728512960436562
Upper East Side,2018-01-16,836,0.21291866028708134
Upper East Side,2018-01-17,859,0.239813736903376
Upper East Side,2018-01-18,838,0.2577565632458234
Upper East Side,2018-01-19,824,0.1953883495145631
Upper East Side,2018-01-20,836,0.16985645933014354
Upper East Side,2018-01-21,821,0.1656516443361754
Upper East Side,2018-01-22,829,0.15560916767189384
Upper East Side,2018-01-23,833,0.15846338535414164
Upper East Side,2018-01-24,790,0.2139240506329114
Upper East Side,2018-01-25,808,0.22153465346534654
Upper East Side,2018-01-26,810,0.22469135802469137
Upper East Side,2018-01-27,803,0.14570361145703611
Upper East Side,2018-01-28,849,0.1978798586572438
Upper East Side,2018-01-29,872,0.1811926605504587
Upper East Side,2018-01-30,830,0.24457831325301205
Upper East Side,2018-01-31,815,0.2196319018404908
Upper East Side,2018-02-01,810,0.19382716049382717
Upper East Side,2018-02-02,803,0.24782067247820672
Upper East Side,2018-02-03,809,0.26823238566131025
Upper East Side,2018-02-04,845,0.24023668639053256
Upper East Side,2018-02-05,810,0.21728395061728395
Upper East Side,2018-02-06,792,0.2297979797979798
Upper East Side,2018-02-07,825,0.3006060606060606
Upper East Side,2018-02-08,802,0.256857855361596
Upper East Side,2018-02-09,762,0.20866141732283464
Upper East Side,2018-02-10,835,0.22275449101796407
Upper East Side,2018-02-11,856,0.20327102803738317
Upper East Side,2018-02-12,829,0.1881785283474065
Upper East Side,2018-02-13,821,0.2387332521315469
Upper East Side,2018-02-14,842,0.14251781472684086
Upper East Side,2018-02-15,888,0.14301801801801803
Upper East Side,2018-02-16,872,0.15481651376146788
Upper East Side,2018-02-17,801,0.20224719101123595
Upper East Side,2018-02-18,782,0.17391304347826086
Upper East Side,2018-02-20,860,0.17209302325581396
Upper East Side,2018-02-21,833,0.19687875150060025
Upper East Side,2018-02-22,849,0.18021201413427562
Upper East Side,2018-02-23,850,0.16470588235294117
Upper East Side,2018-02-24,857,0.15519253208868145
Upper East Side,2018-02-25,859,0.19324796274738068
Upper East Side,2018-02-26,823,0.1822600243013366
Upper East Side,2018-02-27,859,0.18626309662398138
Upper East Side,2018-02-28,858,0.1561771561771562
Upper East Side,2018-03-01,848,0.15919811320754718
Upper East Side,2018-03-02,820,0.2939024390243902
Upper East Side,2018-03-03,866,0.1859122401847575
Upper East Side,2018-03-04,826,0.14527845036319612
Upper East Side,2018-03-05,776,0.17010309278350516
Upper East Side,2018-03-06,851,0.17038777908343125
Upper East Side,2018-03-07,842,0.24346793349168647
Upper East Side,2018-03-08,860,0.19767441860465115
Upper East Side,2018-03-09,811,0.15906288532675708
Upper East Side,2018-03-10,787,0.20330368487928843
Upper East Side,2018-03-11,856,0.1927570093457944
Upper East Side,2018-03-12,826,0.17191283292978207
Upper East Side,2018-03-13,848,0.19929245283018868
Upper East Side,2018-03-14,836,0.2117224880382775
Upper East Side,2018-03-15,795,0.1710691823899371
Upper East Side,2018-03-16,820,0.21585365853658536
Upper East Side,2018-03-17,372,0.3602150537634409
Upper East Side,2018-03-18,794,0.18387909319899245
Upper East Side,2018-03-19,818,0.19070904645476772
Upper East Side,2018-03-20,810,0.20493827160493827
Upper East Side,2018-03-21,791,0.25410872313527183
Upper East Side,2018-03-22,825,0.18424242424242424
Upper East Side,2018-03-23,829,0.17249698431845598
Upper East Side,2018-03-24,838,0.15871121718377088
Upper East Side,2018-03-25,848,0.16745283018867924
Upper East Side,2018-03-26,810,0.20246913580246914
Upper East Side,2018-03-27,836,0.18660287081339713
Upper East Side,2018-03-28,822,0.17639902676399027
Upper East Side,2018-03-29,814,0.15724815724815724
Upper East Side,2018-03-30,830,0.16265060240963855
Upper East Side,2018-03-31,870,0.167816091954023
Upper East Side,2018-04-01,821,0.1753958587088916
Upper East Side,2018-04-02,789,0.2217997465145754
Upper East Side,2018-04-03,810,0.20493827160493827
Upper East Side,2018-04-04,854,0.15690866510538642
Upper East Side,2018-04-05,806,0.19727047146401985
Upper East Side,2018-04-06,832,0.15865384615384615
Upper East Side,2018-04-07,785,0.1464968152866242
Upper East Side,2018-04-08,824,0.1820388349514563
Upper East Side,2018-04-09,779,0.18356867779204109
Upper East Side,2018-04-10,843,0.1708185053380783
Upper East Side,2018-04-11,839,0.16805721096543505
